dueDateTime,orderId,customer_id,orderPlacementDate,status,assignee,quantity,item_name,unit_price,days_until_due
30-07-2023,A55715793-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,19,File Folders,70,59
08-07-2023,A55715793-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,38,Stapler,60,37
30-06-2023,A55715793-42d95fcf-a611-4f97-ba88-20e651645b96,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,20,Office Chair,50,29
02-07-2023,A55715793-fd748d48-699d-4032-848a-e5a710e638df,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,43,Paper Shredder,100,31
13-07-2023,A55715793-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A56421451,2023-06-08T19:31:38.822Z,assigned,Laverne Koss,37,Office Desk,40,42
16-07-2023,A11661693-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A56421451,2023-05-30T10:36:08.531Z,assigned,Latoya Gulgowski,51,Paper Clips,30,45
24-06-2023,A11661693-42d95fcf-a611-4f97-ba88-20e651645b96,A56421451,2023-05-30T10:36:08.531Z,assigned,Latoya Gulgowski,34,Office Chair,50,23
19-06-2023,A11661693-fd748d48-699d-4032-848a-e5a710e638df,A56421451,2023-05-30T10:36:08.531Z,assigned,Latoya Gulgowski,26,Paper Shredder,100,18
20-07-2023,A58633845-15357af5-0273-465c-81d2-65777835407e,A56421451,2023-05-05T07:43:03.043Z,assigned,Erick Quigley,6,Multifunction Printer,110,49
01-07-2023,A58633845-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A56421451,2023-05-05T07:43:03.043Z,assigned,Erick Quigley,60,A4 Paper,20,30
01-06-2023,A58633845-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A56421451,2023-05-05T07:43:03.043Z,assigned,Erick Quigley,30,Paper Clips,30,0
30-06-2023,A13440511-42d95fcf-a611-4f97-ba88-20e651645b96,A56421451,2023-06-22T05:23:50.032Z,closed,Alfredo Bins,25,Office Chair,50,29
10-07-2023,A13440511-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A56421451,2023-06-22T05:23:50.032Z,closed,Alfredo Bins,42,Office Desk,40,39
02-07-2023,A13440511-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A56421451,2023-06-22T05:23:50.032Z,closed,Alfredo Bins,33,File Folders,70,31
06-07-2023,A13440511-15357af5-0273-465c-81d2-65777835407e,A56421451,2023-06-22T05:23:50.032Z,closed,Alfredo Bins,59,Multifunction Printer,110,35
07-06-2023,A13440511-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A56421451,2023-06-22T05:23:50.032Z,closed,Alfredo Bins,57,A4 Paper,20,6
08-06-2023,A64078427-15357af5-0273-465c-81d2-65777835407e,A56421451,2023-06-19T08:05:19.178Z,closed,Erick Quigley,10,Multifunction Printer,110,7
29-06-2023,A64078427-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A56421451,2023-06-19T08:05:19.178Z,closed,Erick Quigley,59,File Folders,70,28
06-06-2023,A64078427-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A56421451,2023-06-19T08:05:19.178Z,closed,Erick Quigley,33,A4 Paper,20,5
18-07-2023,A2629792-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A206721,2023-06-08T09:48:32.703Z,closed,Lela Kemmer,23,File Folders,70,47
26-06-2023,A2629792-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A206721,2023-06-08T09:48:32.703Z,closed,Lela Kemmer,33,Paper Clips,30,25
09-07-2023,A2629792-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A206721,2023-06-08T09:48:32.703Z,closed,Lela Kemmer,30,Office Desk,40,38
14-06-2023,A1403148-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A206721,2023-05-26T06:33:27.078Z,assigned,Gail Weber,31,A4 Paper,20,13
09-07-2023,A1403148-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A206721,2023-05-26T06:33:27.078Z,assigned,Gail Weber,28,Paper Clips,30,38
22-07-2023,A81227553-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A88692123,2023-06-09T05:15:25.381Z,closed,Laverne Koss,10,Printer,80,51
25-07-2023,A81227553-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A88692123,2023-06-09T05:15:25.381Z,closed,Laverne Koss,51,File Folders,70,54
02-07-2023,A81227553-fd748d48-699d-4032-848a-e5a710e638df,A88692123,2023-06-09T05:15:25.381Z,closed,Laverne Koss,32,Paper Shredder,100,31
12-07-2023,A81227553-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A88692123,2023-06-09T05:15:25.381Z,closed,Laverne Koss,34,Paper Clips,30,41
17-06-2023,A2494962-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,18,Printer,80,16
27-07-2023,A2494962-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,57,Office Desk,40,56
04-06-2023,A2494962-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,32,Stapler,60,3
07-06-2023,A2494962-fd748d48-699d-4032-848a-e5a710e638df,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,31,Paper Shredder,100,6
10-06-2023,A2494962-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,35,A4 Paper,20,9
23-06-2023,A2494962-15357af5-0273-465c-81d2-65777835407e,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,44,Multifunction Printer,110,22
17-07-2023,A2494962-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,11,File Folders,70,46
08-07-2023,A2494962-42d95fcf-a611-4f97-ba88-20e651645b96,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,22,Office Chair,50,37
03-06-2023,A2494962-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A88692123,2023-06-02T14:05:21.961Z,assigned,Kristen Mohr,33,Paper Clips,30,2
27-07-2023,A26812426-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A88692123,2023-05-18T07:06:17.746Z,assigned,Taylor Hilll,55,Printer,80,56
26-06-2023,A26812426-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A88692123,2023-05-18T07:06:17.746Z,assigned,Taylor Hilll,7,Office Desk,40,25
17-06-2023,A26812426-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A88692123,2023-05-18T07:06:17.746Z,assigned,Taylor Hilll,9,Stapler,60,16
22-06-2023,A26812426-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A88692123,2023-05-18T07:06:17.746Z,assigned,Taylor Hilll,46,A4 Paper,20,21
16-07-2023,A26812426-42d95fcf-a611-4f97-ba88-20e651645b96,A88692123,2023-05-18T07:06:17.746Z,assigned,Taylor Hilll,57,Office Chair,50,45
19-06-2023,A26341188-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A88692123,2023-06-03T05:03:58.124Z,assigned,Alfredo Bins,46,Paper Clips,30,18
26-06-2023,A44734024-fd748d48-699d-4032-848a-e5a710e638df,A88692123,2023-05-26T18:44:24.090Z,assigned,Lela Kemmer,19,Paper Shredder,100,25
01-07-2023,A58098564-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A88692123,2023-05-14T11:44:19.229Z,open,,9,Office Desk,40,30
04-07-2023,A58098564-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A88692123,2023-05-14T11:44:19.229Z,open,,57,Stapler,60,33
07-07-2023,A58098564-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A88692123,2023-05-14T11:44:19.229Z,open,,50,A4 Paper,20,36
19-06-2023,A58098564-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A88692123,2023-05-14T11:44:19.229Z,open,,46,File Folders,70,18
21-07-2023,A58098564-42d95fcf-a611-4f97-ba88-20e651645b96,A88692123,2023-05-14T11:44:19.229Z,open,,32,Office Chair,50,50
07-07-2023,A86440500-42d95fcf-a611-4f97-ba88-20e651645b96,A88692123,2023-06-03T10:41:15.492Z,assigned,Lorraine Bahringer,23,Office Chair,50,36
17-06-2023,A86440500-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A88692123,2023-06-03T10:41:15.492Z,assigned,Lorraine Bahringer,18,Paper Clips,30,16
25-06-2023,A86440500-15357af5-0273-465c-81d2-65777835407e,A88692123,2023-06-03T10:41:15.492Z,assigned,Lorraine Bahringer,31,Multifunction Printer,110,24
16-06-2023,A86440500-fd748d48-699d-4032-848a-e5a710e638df,A88692123,2023-06-03T10:41:15.492Z,assigned,Lorraine Bahringer,17,Paper Shredder,100,15
14-07-2023,A95377528-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A79212109,2023-05-20T07:12:32.857Z,assigned,Latoya Gulgowski,47,Office Desk,40,43
13-07-2023,A95377528-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A79212109,2023-05-20T07:12:32.857Z,assigned,Latoya Gulgowski,10,File Folders,70,42
25-07-2023,A95377528-fd748d48-699d-4032-848a-e5a710e638df,A79212109,2023-05-20T07:12:32.857Z,assigned,Latoya Gulgowski,30,Paper Shredder,100,54
22-06-2023,A95377528-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A79212109,2023-05-20T07:12:32.857Z,assigned,Latoya Gulgowski,58,Stapler,60,21
09-07-2023,A36930145-42d95fcf-a611-4f97-ba88-20e651645b96,A79212109,2023-04-25T23:19:46.882Z,closed,Alfredo Bins,10,Office Chair,50,38
26-07-2023,A36930145-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A79212109,2023-04-25T23:19:46.882Z,closed,Alfredo Bins,14,File Folders,70,55
06-07-2023,A36930145-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A79212109,2023-04-25T23:19:46.882Z,closed,Alfredo Bins,37,A4 Paper,20,35
02-07-2023,A53309464-fd748d48-699d-4032-848a-e5a710e638df,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,27,Paper Shredder,100,31
25-06-2023,A53309464-42d95fcf-a611-4f97-ba88-20e651645b96,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,37,Office Chair,50,24
22-06-2023,A53309464-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,48,Printer,80,21
16-07-2023,A53309464-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,54,Paper Clips,30,45
08-06-2023,A53309464-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,36,Stapler,60,7
23-07-2023,A53309464-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A79212109,2023-05-28T12:11:48.382Z,assigned,Lela Kemmer,19,Office Desk,40,52
09-07-2023,A50303795-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A91395297,2023-06-27T17:22:02.588Z,closed,Lorraine Bahringer,48,A4 Paper,20,38
23-06-2023,A50303795-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A91395297,2023-06-27T17:22:02.588Z,closed,Lorraine Bahringer,31,Paper Clips,30,22
27-07-2023,A50303795-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A91395297,2023-06-27T17:22:02.588Z,closed,Lorraine Bahringer,6,"30"" Monitor",90,56
20-07-2023,A50303795-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A91395297,2023-06-27T17:22:02.588Z,closed,Lorraine Bahringer,11,Office Desk,40,49
03-06-2023,A50303795-42d95fcf-a611-4f97-ba88-20e651645b96,A91395297,2023-06-27T17:22:02.588Z,closed,Lorraine Bahringer,5,Office Chair,50,2
23-06-2023,A15777717-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,36,Office Desk,40,22
30-07-2023,A15777717-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,42,"30"" Monitor",90,59
06-06-2023,A15777717-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,51,Stapler,60,5
16-06-2023,A15777717-42d95fcf-a611-4f97-ba88-20e651645b96,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,25,Office Chair,50,15
04-06-2023,A15777717-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,45,Paper Clips,30,3
04-07-2023,A15777717-fd748d48-699d-4032-848a-e5a710e638df,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,30,Paper Shredder,100,33
08-07-2023,A15777717-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A91395297,2023-05-03T14:34:15.015Z,assigned,Taylor Hilll,16,File Folders,70,37
27-06-2023,A15997688-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A91395297,2023-05-30T21:14:52.974Z,assigned,Laverne Koss,28,A4 Paper,20,26
06-07-2023,A15997688-42d95fcf-a611-4f97-ba88-20e651645b96,A91395297,2023-05-30T21:14:52.974Z,assigned,Laverne Koss,50,Office Chair,50,35
12-07-2023,A15997688-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A91395297,2023-05-30T21:14:52.974Z,assigned,Laverne Koss,31,Office Desk,40,41
25-06-2023,A15997688-15357af5-0273-465c-81d2-65777835407e,A91395297,2023-05-30T21:14:52.974Z,assigned,Laverne Koss,13,Multifunction Printer,110,24
02-07-2023,A17767045-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A91395297,2023-05-03T04:31:09.048Z,assigned,Kristen Mohr,5,Printer,80,31
02-06-2023,A17767045-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A91395297,2023-05-03T04:31:09.048Z,assigned,Kristen Mohr,14,"30"" Monitor",90,1
06-06-2023,A17767045-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A91395297,2023-05-03T04:31:09.048Z,assigned,Kristen Mohr,16,A4 Paper,20,5
03-06-2023,A17767045-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A91395297,2023-05-03T04:31:09.048Z,assigned,Kristen Mohr,41,File Folders,70,2
17-07-2023,A58369931-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A98245419,2023-05-12T16:39:19.053Z,closed,Taylor Hilll,14,A4 Paper,20,46
03-06-2023,A58369931-42d95fcf-a611-4f97-ba88-20e651645b96,A98245419,2023-05-12T16:39:19.053Z,closed,Taylor Hilll,47,Office Chair,50,2
13-06-2023,A58369931-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A98245419,2023-05-12T16:39:19.053Z,closed,Taylor Hilll,9,File Folders,70,12
03-07-2023,A58369931-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A98245419,2023-05-12T16:39:19.053Z,closed,Taylor Hilll,38,Stapler,60,32
19-07-2023,A58369931-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A98245419,2023-05-12T16:39:19.053Z,closed,Taylor Hilll,18,Paper Clips,30,48
15-07-2023,A73270129-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A98245419,2023-06-22T07:38:26.529Z,closed,John Dooley,38,File Folders,70,44
08-07-2023,A73270129-15357af5-0273-465c-81d2-65777835407e,A98245419,2023-06-22T07:38:26.529Z,closed,John Dooley,36,Multifunction Printer,110,37
11-07-2023,A73270129-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A98245419,2023-06-22T07:38:26.529Z,closed,John Dooley,26,A4 Paper,20,40
10-07-2023,A73270129-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A98245419,2023-06-22T07:38:26.529Z,closed,John Dooley,7,Printer,80,39
24-07-2023,A86640225-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A98245419,2023-06-05T12:05:19.861Z,assigned,Lela Kemmer,16,Paper Clips,30,53
25-06-2023,A6661559-fd748d48-699d-4032-848a-e5a710e638df,A98245419,2023-05-22T14:52:07.854Z,open,,41,Paper Shredder,100,24
15-06-2023,A6661559-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A98245419,2023-05-22T14:52:07.854Z,open,,31,Stapler,60,14
01-06-2023,A95828153-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A75415231,2023-05-13T23:29:34.562Z,assigned,John Dooley,36,Paper Clips,30,0
10-07-2023,A95828153-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A75415231,2023-05-13T23:29:34.562Z,assigned,John Dooley,36,"30"" Monitor",90,39
29-06-2023,A95828153-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A75415231,2023-05-13T23:29:34.562Z,assigned,John Dooley,54,Office Desk,40,28
06-07-2023,A95828153-42d95fcf-a611-4f97-ba88-20e651645b96,A75415231,2023-05-13T23:29:34.562Z,assigned,John Dooley,35,Office Chair,50,35
13-06-2023,A95828153-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A75415231,2023-05-13T23:29:34.562Z,assigned,John Dooley,17,Printer,80,12
29-06-2023,A66464850-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A75415231,2023-06-17T16:52:06.585Z,assigned,John Dooley,51,Paper Clips,30,28
21-06-2023,A66464850-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A75415231,2023-06-17T16:52:06.585Z,assigned,John Dooley,56,"30"" Monitor",90,20
10-06-2023,A8144497-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A94201908,2023-06-22T20:10:26.548Z,closed,Kristen Mohr,37,Printer,80,9
11-07-2023,A8144497-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A94201908,2023-06-22T20:10:26.548Z,closed,Kristen Mohr,25,A4 Paper,20,40
24-07-2023,A8144497-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A94201908,2023-06-22T20:10:26.548Z,closed,Kristen Mohr,6,"30"" Monitor",90,53
26-07-2023,A8144497-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-06-22T20:10:26.548Z,closed,Kristen Mohr,58,Paper Clips,30,55
15-06-2023,A90934179-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A94201908,2023-05-23T00:42:47.943Z,assigned,Alfredo Bins,22,Office Desk,40,14
27-07-2023,A90934179-42d95fcf-a611-4f97-ba88-20e651645b96,A94201908,2023-05-23T00:42:47.943Z,assigned,Alfredo Bins,43,Office Chair,50,56
16-07-2023,A31854563-15357af5-0273-465c-81d2-65777835407e,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,51,Multifunction Printer,110,45
11-06-2023,A31854563-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,26,Printer,80,10
19-07-2023,A31854563-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,24,Office Desk,40,48
06-06-2023,A31854563-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,15,"30"" Monitor",90,5
28-06-2023,A31854563-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,36,A4 Paper,20,27
16-06-2023,A31854563-42d95fcf-a611-4f97-ba88-20e651645b96,A94201908,2023-05-27T16:02:02.204Z,closed,Kristen Mohr,37,Office Chair,50,15
02-06-2023,A17351508-fd748d48-699d-4032-848a-e5a710e638df,A94201908,2023-06-30T01:43:14.259Z,closed,Alfredo Bins,16,Paper Shredder,100,1
29-06-2023,A17351508-15357af5-0273-465c-81d2-65777835407e,A94201908,2023-06-30T01:43:14.259Z,closed,Alfredo Bins,52,Multifunction Printer,110,28
22-07-2023,A17351508-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-06-30T01:43:14.259Z,closed,Alfredo Bins,56,Paper Clips,30,51
13-07-2023,A17351508-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A94201908,2023-06-30T01:43:14.259Z,closed,Alfredo Bins,16,Printer,80,42
02-07-2023,A69256104-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-05-28T08:12:03.384Z,closed,Alfredo Bins,31,Paper Clips,30,31
30-07-2023,A69256104-42d95fcf-a611-4f97-ba88-20e651645b96,A94201908,2023-05-28T08:12:03.384Z,closed,Alfredo Bins,18,Office Chair,50,59
22-06-2023,A28496095-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,23,File Folders,70,21
02-06-2023,A28496095-42d95fcf-a611-4f97-ba88-20e651645b96,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,6,Office Chair,50,1
26-07-2023,A28496095-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,29,Printer,80,55
28-07-2023,A28496095-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,8,Office Desk,40,57
19-07-2023,A28496095-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,38,Paper Clips,30,48
22-06-2023,A28496095-fd748d48-699d-4032-848a-e5a710e638df,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,30,Paper Shredder,100,21
09-07-2023,A28496095-15357af5-0273-465c-81d2-65777835407e,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,30,Multifunction Printer,110,38
25-07-2023,A28496095-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A94201908,2023-05-07T16:32:07.302Z,assigned,John Dooley,51,Stapler,60,54
14-07-2023,A19183848-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A94201908,2023-05-09T22:25:27.378Z,closed,Latoya Gulgowski,19,Office Desk,40,43
13-06-2023,A19183848-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A94201908,2023-05-09T22:25:27.378Z,closed,Latoya Gulgowski,27,Stapler,60,12
20-07-2023,A42657692-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A94201908,2023-06-08T20:58:15.115Z,assigned,Taylor Hilll,34,A4 Paper,20,49
24-07-2023,A42657692-fd748d48-699d-4032-848a-e5a710e638df,A94201908,2023-06-08T20:58:15.115Z,assigned,Taylor Hilll,45,Paper Shredder,100,53
10-07-2023,A42657692-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-06-08T20:58:15.115Z,assigned,Taylor Hilll,26,Paper Clips,30,39
27-06-2023,A42657692-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A94201908,2023-06-08T20:58:15.115Z,assigned,Taylor Hilll,56,Stapler,60,26
01-06-2023,A78902267-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A94201908,2023-05-17T07:28:56.083Z,closed,Erick Quigley,28,Paper Clips,30,0
10-06-2023,A78902267-fd748d48-699d-4032-848a-e5a710e638df,A94201908,2023-05-17T07:28:56.083Z,closed,Erick Quigley,47,Paper Shredder,100,9
10-06-2023,A78902267-15357af5-0273-465c-81d2-65777835407e,A94201908,2023-05-17T07:28:56.083Z,closed,Erick Quigley,31,Multifunction Printer,110,9
09-06-2023,A78902267-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A94201908,2023-05-17T07:28:56.083Z,closed,Erick Quigley,15,Office Desk,40,8
14-06-2023,A78902267-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A94201908,2023-05-17T07:28:56.083Z,closed,Erick Quigley,15,File Folders,70,13
23-06-2023,A70587176-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A60051695,2023-05-24T04:17:44.865Z,assigned,Gail Weber,39,Printer,80,22
29-07-2023,A70587176-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A60051695,2023-05-24T04:17:44.865Z,assigned,Gail Weber,52,A4 Paper,20,58
16-07-2023,A70587176-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A60051695,2023-05-24T04:17:44.865Z,assigned,Gail Weber,40,"30"" Monitor",90,45
18-06-2023,A99899032-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A60051695,2023-05-16T21:16:27.199Z,assigned,Erick Quigley,34,Stapler,60,17
02-06-2023,A99899032-15357af5-0273-465c-81d2-65777835407e,A60051695,2023-05-16T21:16:27.199Z,assigned,Erick Quigley,17,Multifunction Printer,110,1
28-07-2023,A85236039-15357af5-0273-465c-81d2-65777835407e,A60051695,2023-06-12T09:55:17.537Z,assigned,Taylor Hilll,38,Multifunction Printer,110,57
17-07-2023,A85236039-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A60051695,2023-06-12T09:55:17.537Z,assigned,Taylor Hilll,7,"30"" Monitor",90,46
23-07-2023,A85236039-fd748d48-699d-4032-848a-e5a710e638df,A60051695,2023-06-12T09:55:17.537Z,assigned,Taylor Hilll,31,Paper Shredder,100,52
26-07-2023,A9197540-15357af5-0273-465c-81d2-65777835407e,A97740554,2023-05-10T12:54:38.236Z,closed,Gail Weber,48,Multifunction Printer,110,55
02-07-2023,A9197540-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A97740554,2023-05-10T12:54:38.236Z,closed,Gail Weber,47,Paper Clips,30,31
13-07-2023,A9197540-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A97740554,2023-05-10T12:54:38.236Z,closed,Gail Weber,14,A4 Paper,20,42
13-06-2023,A9197540-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A97740554,2023-05-10T12:54:38.236Z,closed,Gail Weber,23,Stapler,60,12
07-07-2023,A9197540-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A97740554,2023-05-10T12:54:38.236Z,closed,Gail Weber,54,File Folders,70,36
14-06-2023,A29196689-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A97740554,2023-06-07T13:52:05.933Z,assigned,Taylor Hilll,44,File Folders,70,13
20-07-2023,A29196689-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A97740554,2023-06-07T13:52:05.933Z,assigned,Taylor Hilll,37,Printer,80,49
11-06-2023,A29196689-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A97740554,2023-06-07T13:52:05.933Z,assigned,Taylor Hilll,27,Office Desk,40,10
09-06-2023,A29196689-15357af5-0273-465c-81d2-65777835407e,A97740554,2023-06-07T13:52:05.933Z,assigned,Taylor Hilll,33,Multifunction Printer,110,8
04-06-2023,A29196689-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A97740554,2023-06-07T13:52:05.933Z,assigned,Taylor Hilll,38,A4 Paper,20,3
01-06-2023,A54423035-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A97740554,2023-05-25T19:51:54.768Z,assigned,Erick Quigley,49,"30"" Monitor",90,0
12-07-2023,A54423035-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A97740554,2023-05-25T19:51:54.768Z,assigned,Erick Quigley,18,File Folders,70,41
26-06-2023,A54423035-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A97740554,2023-05-25T19:51:54.768Z,assigned,Erick Quigley,34,A4 Paper,20,25
